issue_number,title,target_labels_found,chosen_final_label,resolution_reason,html_url
22068,broken link on troubleshooting/logging page,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/22068
20473,Document recommended way to not fail requests during rolling update,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/20473
19949,Markdown to HTML conversion excludes go template content inside double curly braces,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/19949
19822,kubectl update/replace not working for resources quotas ,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/19822
19721,Broken link: Kubectl API Reference in kubernetes.io/docs,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/19721
19039,missing  sentinel.py in redis image creation,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/19039
18408,Can't delete pods in pending state?,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/18408
17887,getting started ubuntu guide is out of date,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/17887
17868,aws deploy script: cannot download tar from s3 by a public url,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/17868
17677,http://kubernetes.io/v1.1/gs-custom.html refers to http://kubernetes.io/v1.0/docs/getting-started-guides/README.html,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/17677
17448,Kubectl download links for 1.1.1 still point to 1.0.1,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/17448
17362,Api docs wrong for service name,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/17362
17360,Kubernetes volume using OpenStack cinder doesn't work.,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/17360
17155,"API Reference: shows ""(VAR_NAME)"" instead of ""$$(VAR_NAME)""",bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/17155
17107,Migration Guide for 1.0.x to 1.1.x ?,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/17107
16715,I cannot create wordpress and mysql using this guide ,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/16715
16541,Write a munger to replace the tabs with spaces in ```yaml of *md,docs|feature,docs,conflict_resolved_priority:docs+feature,https://github.com/kubernetes/kubernetes/issues/16541
16132,documentation: upgrade without downtime,docs|feature,docs,conflict_resolved_priority:docs+feature,https://github.com/kubernetes/kubernetes/issues/16132
15699,"On kubernetes.io ""Quick Walkthrough (Basics Tutorials)"" is blank",bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/15699
15698,On kubernetes.io AWS link 404-s,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/15698
12357,Broken link on kubernetes.io to http://kubernetes.io/v1.0/DESIGN.html ,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/12357
12285,error:couldn't read version from server: Get https://10.245.1.2/api: dial tcp 10.245.1.2:443: no route to host,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/12285
12265,When external source IP matters,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/12265
12120,Kubernetes scale and performance support lacks details,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/12120
11975,AWS + CoreOS + k8s 1.0.1 Documentation,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/11975
11923,"googleapi: Error 403: Insufficient Permission, insufficientPermissions",docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/11923
11696,walkthrough/k8s201.html error in rendered text,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/11696
11687,"Service account is blocked by authorization. (DNS addon, kube2sky)",bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/11687
9244,coreos/azure: accessing services from the outside world,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/9244
8943,'--api-prefix' option in 'kubectl proxy' documentation is wrong,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/8943
8159,CoreOS + Azure + Weave Getting Started Guide Doesn't Work,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/8159
8109,examples for RC with PodTemplate ref,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/8109
7818,missing public IP in examples/logging-demo,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/7818
7179,Update the Meteor example to use v1beta3 API,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/7179
7100,Duplicate replacePod APIs defined in spec,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/7100
6842,Some struct fields missing in swagger-spec,bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/6842
6841,"GCE, AWS and other Volume sources should be optional in the VolumeSource struct",bug|docs,bug,conflict_resolved_priority:bug+docs,https://github.com/kubernetes/kubernetes/issues/6841
6440,Node stay in NotReady state (Ubuntu Single Node),docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/6440
4582,Pods constantly pending,docs|question,docs,conflict_resolved_priority:docs+question,https://github.com/kubernetes/kubernetes/issues/4582
126371,Kube-addon-manager fail to execute in kubernetes v1.28.7,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/126371
126285,dra nvidia k8s-dra-driver helm chart install with error,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/126285
126252,Kube 1.30.2 wouldn't not start on CentOS9 - OCI runtime create failed: runc create failed: unable to create new parent p,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/126252
126168,"Intermittent error on new Nodes: ""Unable to locate credentials""",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/126168
126028,Issue: NFS Server Not Mounting on Agent Pod,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/126028
125992,[kubelet-check] Initial timeout of 40s passed,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125992
125845,"CoreDNS pod waits on kubernetes indefinitely, fails to start",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125845
125715,K8S not running POD only in k8s but working in K3S and Minikube,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125715
125602,The startup time of the init container is later than that of the application container.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125602
125503,"The cluster kube-scheduler scheduling is unbalanced, causing the pod to hang and fail to run, even though there are curr",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125503
125476,Can k8s restrict kubelet from using kmem through configuration,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125476
125380,Kubelet stop watching Pods from API-Server,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125380
125339,readinessProbe not failing if command is not installed,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125339
125315,"Kubernetes 1.30 and containerd 1.7.16 onpremise setup, pods networking is not working containerd status is failing",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125315
125283,The connection to the server Master_IP:6443 was refused - did you specify the right host or port?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125283
125267,"Container runtime network not ready"" networkReady=""NetworkReady=false reason:NetworkPluginNotReady message:Network plugi",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125267
125242,runtime: failed to create new OS thread,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125242
125184,"DNS resolution fails within the cluster, and it can only resolve the Pods deployed on the same host",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125184
125172,Kube-system pods are in crashlookbackup state when the OS is upgraded from RHEL 7.9 to 9.3.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/125172
124940,last applied annotations are not getting updated,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124940
124903,One Node all pods got crashloopbackoff,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124903
124495,"K8s error message: unexpected error getting claim reference: selfLink was empty, can't make reference",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124495
124407,Kubelet tries to get ContainerStatus of non-existent containers when initializing a cluster,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124407
124368,exec /usr/local/bin/docker-entrypoint.sh argument list too long,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124368
124359,kubeadm uses and configures kube-log-runner,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124359
124308,StartError (exit code 128) when pod tries to mount configmap that is being changed at same time,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124308
124257,"After k8s was downgraded from 1.23 to 1.19.15, token access report 401",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124257
124204,"invalid bearer token, service account token has been invalidated",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124204
124164,failed to run `update-codegen.sh`,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124164
124095,"Even if the container has failed, the DaemonSet pod's phase still shows running",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124095
124058,Failed to watch *v1.Service: failed to list *v1.Service,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124058
124054,"K8s workers NotReady, Kubelet stopped posting node status, kubelet service log ""Error getting node"" err=""node \""workerno",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/124054
123959,Debian Bookworm installation not stable,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123959
123882,pod preemptionPolicy can not set,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123882
123867,"Not able to install kubectl,kubelet and kubeadm in kubernates",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123867
123787, conn.go:254] Error on socket receive: read tcp 127.0.0.1:33421->127.0.0.1:54136: use of closed network connection,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123787
123616,how to connect specific Pods of Api and asp.net core MVC in Kubernetes?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123616
123604,Multiple Timestamp Directories Exist in the Mount Directory After the Server Is Powered Off,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123604
123596,Unable to register node master when running kubeadm init,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123596
123577,pod stuck in terminating after upgrading to v1.26.2,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123577
123404,Why is the service type of nodeport downgraded from ipvs to iptables,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123404
123395,kubernetes 1.16 to 1.20,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123395
123368,Installing the k8s server using kubeadm and restarting it resulted in the master node being unable to connect to the ser,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123368
123237,Many pods get stuck with Completed and Error status,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123237
123208,"[kubeadm] Apparently, it's not possible to change the Node CIDR Mask Size",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123208
123173,kubelet service in windows is pause/kubeadm join is failing ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123173
123167,kubectl create crd error,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123167
123067,"After an application runs in an IPv6 environment for a period of time, what should I do if the IPv6 address of the ping ",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123067
123018,How can I compile Kubernetes with gollvm and generate IR?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123018
123013,"e2e_node help message about ""--kubeconfig"" flag is not correct ",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/123013
122632,confusing CRI-O error from cadvisor for nodes that use containerd,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122632
122609,"kubelet.service entered failed state  (code=exited, status=1/FAILURE)",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122609
122598,fail to connect to pod network,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122598
122586,kube-apiserver doesn't correctly apply /etc/kubernetes/manifests/kube-apiserver.yaml,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122586
122577,Pause image seems make no sense in kubeadm part,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122577
122492,k8s v1.29 dualstack cluster deployment is failing to bring up calico node and coredns,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122492
122431,Pods in Kubernetes cluster frequently experience crashes and restarts,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122431
122390,"When upgrading in rolling upgrade mode (1.25.7 to 1.26.9), some pods are not restarting due to authentication failure ",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122390
122338,"restart kubelet, the node change its status from ready to notready",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122338
122303,Deletion of upgrade-health-check during the upgrade preflight could fail  due to a race condition and surfaced as Create,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122303
122275,Dynamic selector for PVC,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122275
122274,"The kube-controller-manager and kube-apiserver nodes fail, making the whole cluster non-working",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122274
122199,ExternalName to resolve  a custom domain in Bare metal K8s,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122199
122155,subPath 挂载 卷 的二级目录为空，无法挂载,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122155
122110,loki helm upgrade failed from helm version 2.11.1 to 3.3.3 on eks 1.24 version,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122110
122094,HA Cluster initialization issues,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122094
122084,Unable to install/init kubernetes>1.23.17 on centos9stream (on kcli vm),bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/122084
121835,Configmap can't exeed 8k in certain conditions,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121835
121772,unable to sync kubernetes service:,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121772
121769,ctr i import throws Segmentation fault,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121769
121714,install k8s failed,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121714
121603,CrashBackOff Status in Kube-Apiserver while Deploying,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121603
121467,"file"" err=""failed to load Kubelet config file /etc/kubernetes/kubelet.conf, error failed to decode: no kind \""Config\"" i",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121467
121417,Worker node failed to join the cluster,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121417
121388,Defects of anti-affinity plus rolling upgrade,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121388
121263,valueFrom slow work,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121263
121102,"Error adding pod to CNI network ""crio"": plugin type=""bridge"" failed (add): failed to set bridge addr: could not add IP a",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121102
121005,We are seeing readiness probe warning before initialDelaySeconds and Startup probe,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/121005
120918,configmap formatting issue when extra blank space or new line added in configmap,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120918
120906,Pod restore failed after using checkpoint providede by kubelet.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120906
120890,After renew the certs getting error in kube-apiserver pod logs : Unable to authenticate the request due to an error: x50,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120890
120841,How to setup a warmup period for the scaled-out replicas in Kubernetes?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120841
120820,Which cert does kubelet used actually?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120820
120790,Kubernetes job object is creating duplicate pods when completion count is set to 1,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120790
120734,"kubeadm failed to start kubelet. It attempted to use ""/run/containerd/containerd.sock"" instead of  /var/run/crio/crio.so",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120734
120545,'Connection Timed Out' error when executing inside running pod,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120545
120394, customize the storage directory of /var/lib/kubelet ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120394
120383,How to manually disable ipv6,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120383
120378,all the pods status are pending in my environment ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120378
120170,how to change the InPlacePodVerticalScaling flag while the k8s is installed by kubeadm,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120170
120115,[node-local dns] DNS requests intermittently receive `refused` response errors from node-local dns cache,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/120115
119758,Dns not resolving *.svc.cluster.local only *.svc,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119758
119691,why my podstat.ContainerStats.Logs.UsedBytes continued rise?,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119691
119504,E2E framework imports 200+ Kubernetes E2E Specs,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119504
119416,kubelet failed to start: k8s version is v1.24.15 and ubuntu 16.04,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119416
119357,Kubernetes can't pull image from harbor,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119357
119320,GKE: metric server crashlooping,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119320
119228,Default load balancing when using NodePort services,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119228
119221,No resources found in namespace,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119221
119192,Yaml file using autoscaling/v1 creates an HPA with autoscaling/v2,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119192
119004,Not able to download docker images in my dockerhub repo,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/119004
118944,Kubernetes certificate is expired and manual rotation is failing.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118944
118925,how to manual rotation ca cert for k8s binary deployment,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118925
118824,Kubernetes COREDNS Timeout,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118824
118734,Failed to create STS,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118734
118673,telepresence helm install: error,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118673
118670,Helm upgrade points to old service account and fails with missing token,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118670
118663,Hardware interrupts are occurring at 0.3% on all CPUs.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118663
118646,An unstable bug related to the restarting of a static pod for the apiserver,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118646
118632,Report duplicated entries of errors in k8s v1.26.4,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118632
118482,Informer HasSynced always been false,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118482
118461,kube-proxy pods continuously CrashLoopBackOff,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118461
118439,Kubernetes: Failed to fetch https://packages.cloud.google.com/apt/dists/kubernetes-xenial/main/binary-arm64,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118439
118415,Testing: ./consume-cpu/consume-cpu binary in resource-consumer tool didn't consume the specified millicores,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118415
118372,error on execution phase wait-control-plane: couldn't initialize a Kubernetes cluster on Ubuntu 22.04.02 LTS,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118372
118275,"When I used containerd as k8s, I had a problem adding containerd to an existing cluster. When I changed the storage path",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118275
118216,Etcd cannot running by static pod after kubeadm renew certs all,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118216
118139,Aftere upgrade kuberentes version v1.20.15 to v1.21.15 not comming up the controller manager,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118139
118074,unrecognized feature-gate key: UserNamespacesStatelessPodsSupport,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/118074
117922,kube-scheduler/kube-controller can't recover automatically after retrieving lock timeout,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/117922
117883,Lots of pods on Outofmemory state,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/117883
117856,Job not running on scheduled time - Kubernetes CronJob,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/117856
117772,time type field in configuration is zero when kubeadm create cluster,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/117772
117293,Restart loop of kube-system pods after fresh install via kubeadm,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/117293
117035,"forbidden: User \""system:anonymous\"" cannot get path \""/metrics\“",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/117035
116740, creating a cluster with aws ec2 instances . while connecting worker node to master node getting an error.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/116740
116480,"memory pressure during kubeadm init with cgroup V2 , failed result after crashloop ",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/116480
116453,one pod cannot access clusterIP of another pod that running on the same node after running a while,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/116453
116316,failed to pull image registry.k8s.io | Freshly installation - cluster creation is failing ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/116316
116213,opnfv/functest-kubernetes-security:v1.23 run_tests -t kube_bench_master,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/116213
116193,Kubelet client certificate has a different validity in multi master cluster.,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/116193
116163,failed to run Kubelet: unable to determine runtime API version,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/116163
116094,Unable to run hack/update-codegen.sh,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/116094
115373,Some requests sent to the nodeport are not responding,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/115373
114813,"two masters not ready because of the below error Unable to register node ""node name"" with API server: nodes is forbidden",bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114813
114718, The control plane fails to be initialized. Procedure,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114718
114716,Problems with creating a high availability cluster using Kubeadm ,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114716
114715,An error occurred while trying to deploy 1.26 kubelet.service,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114715
114686,etcd CrashLoopBackOff updating kuber 1.23.9 to 1.24.8,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114686
114644,KubeletConfiguration does not marshal into a useable form,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114644
114593,Failed to create additional ephemeral containers,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114593
114547,CoreDNS fails on installation with kubeadm,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114547
114543,Prometheus cannot access/scrape kube-* services on master nodes,bug|question,bug,conflict_resolved_priority:bug+question,https://github.com/kubernetes/kubernetes/issues/114543
